BUJUR	LINTANG	KEPERCAYAAN	REGION	PROVINSI	KABUPATEN	KECAMATAN	SATELIT	TANGGAL(WIB)	WAKTU(WIB)	RADIUS KEMUNGKINAN	TIPE
112.4277	-7.3368	7	JAWA	JAWA TIMUR	MOJOKERTO	DAWARBLANDONG	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.4283	-7.3360	8	JAWA	JAWA TIMUR	MOJOKERTO	DAWARBLANDONG	SNPP	2023-08-24	00:07:45	1125	Pixel		
112.4124	-7.3276	8	JAWA	JAWA TIMUR	MOJOKERTO	DAWARBLANDONG	SNPP	2023-08-24	00:07:45	1125	Pixel		
112.4571	-7.5861	8	JAWA	JAWA TIMUR	MOJOKERTO	DLANGGU	NOAA20	2023-08-24	00:58:57	1125	Pixel		
112.4576	-7.5836	8	JAWA	JAWA TIMUR	MOJOKERTO	DLANGGU	SNPP	2023-08-24	00:07:45	1125	Pixel		
112.4717	-7.5503	8	JAWA	JAWA TIMUR	MOJOKERTO	PURI	NOAA20	2023-08-24	00:58:57	1125	Pixel		
112.3812	-7.5242	8	JAWA	JAWA TIMUR	MOJOKERTO	TROWULAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.8220	-7.8019	8	JAWA	JAWA TIMUR	NGANJUK	KEPEL	NOAA20	2023-08-24	00:58:57	1125	Pixel		
111.8254	-7.8060	8	JAWA	JAWA TIMUR	NGANJUK	KEPEL	NOAA20	2023-08-24	00:58:57	1125	Pixel		
111.8308	-7.8032	8	JAWA	JAWA TIMUR	NGANJUK	KEPEL	NOAA20	2023-08-24	00:58:57	1125	Pixel		
111.8304	-7.8046	8	JAWA	JAWA TIMUR	NGANJUK	KEPEL	SNPP	2023-08-24	00:07:45	1125	Pixel		
111.8273	-7.8040	8	JAWA	JAWA TIMUR	NGANJUK	KEPEL	SNPP	2023-08-24	00:07:45	1125	Pixel		
111.9906	-7.4370	7	JAWA	JAWA TIMUR	NGANJUK	NGLUYU	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.0388	-7.4368	8	JAWA	JAWA TIMUR	NGANJUK	NGLUYU	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.0390	-7.4370	8	JAWA	JAWA TIMUR	NGANJUK	NGLUYU	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.8009	-7.6299	8	JAWA	JAWA TIMUR	NGANJUK	WILANGAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.1981	-7.2854	8	JAWA	JAWA TIMUR	NGAWI	MANTINGAN	NOAA20	2023-08-24	00:58:57	1125	Pixel		
111.4272	-7.3509	8	JAWA	JAWA TIMUR	NGAWI	PITU	AQUA	2023-08-24	13:18:00	3000	Pixel		
111.3347	-7.3568	8	JAWA	JAWA TIMUR	NGAWI	PITU	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.2135	-7.3470	7	JAWA	JAWA TIMUR	NGAWI	WIDODAREN	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.2478	-7.3524	7	JAWA	JAWA TIMUR	NGAWI	WIDODAREN	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.6730	-7.5604	8	JAWA	JAWA TIMUR	PASURUAN	GEMPOL	NOAA20	2023-08-24	00:58:57	1125	Pixel		
112.6750	-7.5601	8	JAWA	JAWA TIMUR	PASURUAN	GEMPOL	NOAA20	2023-08-24	00:58:57	1125	Pixel		
113.0598	-7.7109	8	JAWA	JAWA TIMUR	PASURUAN	NGULING	SNPP	2023-08-24	12:45:57	1125	Pixel		
113.2733	-7.9065	8	JAWA	JAWA TIMUR	PROBOLINGGO	TEGAL SIWALAN	NOAA20	2023-08-24	00:58:57	1125	Pixel		
113.0625	-7.7976	8	JAWA	JAWA TIMUR	PROBOLINGGO	TONGAS	SNPP	2023-08-24	12:45:57	1125	Pixel		
113.2142	-7.3104	8	JAWA	JAWA TIMUR	SAMPANG	SAMPANG	TERRA	2023-08-24	09:17:00	3000	Pixel		
112.5449	-7.4413	8	JAWA	JAWA TIMUR	SIDOARJO	TARIK	NOAA20	2023-08-24	00:58:57	1125	Pixel		
112.5432	-7.4395	8	JAWA	JAWA TIMUR	SIDOARJO	TARIK	NOAA20	2023-08-24	00:58:57	1125	Pixel		
112.5438	-7.4420	8	JAWA	JAWA TIMUR	SIDOARJO	TARIK	SNPP	2023-08-24	00:07:45	1125	Pixel		
112.5448	-7.4367	8	JAWA	JAWA TIMUR	SIDOARJO	TARIK	SNPP	2023-08-24	00:07:45	1125	Pixel		
114.1146	-7.8577	8	JAWA	JAWA TIMUR	SITUBONDO	ARJASA	NOAA20	2023-08-24	00:58:57	1125	Pixel		
114.1069	-7.8815	8	JAWA	JAWA TIMUR	SITUBONDO	ARJASA	SNPP	2023-08-24	12:45:57	1125	Pixel		
114.1979	-7.8183	8	JAWA	JAWA TIMUR	SITUBONDO	ASEMBAGUS	AQUA	2023-08-24	13:18:00	3000	Pixel		
114.1882	-7.8284	8	JAWA	JAWA TIMUR	SITUBONDO	ASEMBAGUS	SNPP	2023-08-24	12:45:57	1125	Pixel		
114.1972	-7.8168	8	JAWA	JAWA TIMUR	SITUBONDO	ASEMBAGUS	SNPP	2023-08-24	12:45:57	1125	Pixel		
114.1728	-7.8443	8	JAWA	JAWA TIMUR	SITUBONDO	ASEMBAGUS	SNPP	2023-08-24	12:45:57	1125	Pixel		
113.6138	-7.7457	8	JAWA	JAWA TIMUR	SITUBONDO	BANYUGLUGUR	NOAA20	2023-08-24	13:38:34	1125	Pixel		
113.6113	-7.7400	8	JAWA	JAWA TIMUR	SITUBONDO	BANYUGLUGUR	SNPP	2023-08-24	12:45:57	1125	Pixel		
113.6107	-7.7366	7	JAWA	JAWA TIMUR	SITUBONDO	BANYUGLUGUR	SNPP	2023-08-24	12:45:57	1125	Pixel		
114.3254	-7.8542	8	JAWA	JAWA TIMUR	SITUBONDO	BANYUPUTIH	NOAA20	2023-08-24	00:58:57	1125	Pixel		
114.3196	-7.8724	8	JAWA	JAWA TIMUR	SITUBONDO	BANYUPUTIH	SNPP	2023-08-24	12:45:57	1125	Pixel		
113.8164	-7.7209	8	JAWA	JAWA TIMUR	SITUBONDO	BUNGATAN	NOAA20	2023-08-24	13:38:34	1125	Pixel		
114.1512	-7.7720	8	JAWA	JAWA TIMUR	SITUBONDO	JANGKAR	NOAA20	2023-08-24	00:58:57	1125	Pixel		
115.3861	-6.9037	7	JAWA	JAWA TIMUR	SUMENEP	ARJASA	AQUA	2023-08-24	13:18:00	3000	Pixel		
115.4374	-6.9972	8	JAWA	JAWA TIMUR	SUMENEP	ARJASA	AQUA	2023-08-24	13:18:00	3000	Pixel		
114.1690	-6.9749	8	JAWA	JAWA TIMUR	SUMENEP	DUNGKEK	AQUA	2023-08-24	13:18:00	3000	Pixel		
114.3600	-7.1298	8	JAWA	JAWA TIMUR	SUMENEP	GAYAM	SNPP	2023-08-24	12:45:57	1125	Pixel		
114.3595	-7.1265	8	JAWA	JAWA TIMUR	SUMENEP	GAYAM	SNPP	2023-08-24	12:45:57	1125	Pixel		
113.9256	-7.1945	8	JAWA	JAWA TIMUR	SUMENEP	GILIGENTENG	AQUA	2023-08-24	13:18:00	3000	Pixel		
113.7811	-7.2154	8	JAWA	JAWA TIMUR	SUMENEP	GILIGENTENG	AQUA	2023-08-24	13:18:00	3000	Pixel		
114.4871	-7.1485	7	JAWA	JAWA TIMUR	SUMENEP	RAAS	AQUA	2023-08-24	13:18:00	3000	Pixel		
115.8285	-7.2053	7	JAWA	JAWA TIMUR	SUMENEP	SAPEKEN	AQUA	2023-08-24	13:18:00	3000	Pixel		
116.2578	-6.9450	8	JAWA	JAWA TIMUR	SUMENEP	SAPEKEN	AQUA	2023-08-24	13:18:00	3000	Pixel		
116.2465	-6.9467	8	JAWA	JAWA TIMUR	SUMENEP	SAPEKEN	AQUA	2023-08-24	13:18:00	3000	Pixel		
115.6983	-7.0703	8	JAWA	JAWA TIMUR	SUMENEP	SAPEKEN	AQUA	2023-08-24	13:18:00	3000	Pixel		
115.6223	-7.0621	8	JAWA	JAWA TIMUR	SUMENEP	SAPEKEN	AQUA	2023-08-24	13:18:00	3000	Pixel		
113.8621	-7.1239	8	JAWA	JAWA TIMUR	SUMENEP	SARONGGI	SNPP	2023-08-24	12:45:57	1125	Pixel		
113.8625	-7.1272	8	JAWA	JAWA TIMUR	SUMENEP	SARONGGI	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.6614	-7.2369	8	JAWA	JAWA TIMUR	SURABAYA	ASEMROWO	NOAA20	2023-08-24	00:58:57	1125	Pixel		
112.6632	-7.2383	8	JAWA	JAWA TIMUR	SURABAYA	ASEMROWO	NOAA20	2023-08-24	00:58:57	1125	Pixel		
111.7987	-6.8855	7	JAWA	JAWA TIMUR	TUBAN	KEREK	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.8553	-8.1944	8	JAWA	JAWA TIMUR	TULUNGAGUNG	TANGGUNG GUNUNG	NOAA20	2023-08-24	13:38:34	1125	Pixel		
106.3035	-6.1202	8	JAWA	BANTEN	SERANG	KIBIN	SNPP	2023-08-24	12:45:57	1125	Pixel		
106.3057	-6.1193	8	JAWA	BANTEN	SERANG	KIBIN	SNPP	2023-08-24	12:45:57	1125	Pixel		
106.6715	-6.1010	8	JAWA	BANTEN	TANGERANG	KOSAMBI	NOAA20	2023-08-24	00:58:57	1125	Pixel		
106.5414	-6.1203	8	JAWA	BANTEN	TANGERANG	RAJEG	NOAA20	2023-08-24	13:38:34	1125	Pixel		
112.2324	0.1535	8	KALIMANTAN	KALIMANTAN BARAT	KAPUAS HULU	NANGA DANGKAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.1091	0.3377	8	KALIMANTAN	KALIMANTAN BARAT	KAPUAS HULU	SEJIRAM	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.1544	-1.0595	8	KALIMANTAN	KALIMANTAN BARAT	KAYONG UTARA	SIMPANG HILIR	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.1393	0.6544	8	KALIMANTAN	KALIMANTAN BARAT	BENGKAYANG	CAPKALA	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.2516	0.7933	8	KALIMANTAN	KALIMANTAN BARAT	BENGKAYANG	SAMALANTA	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.7189	-2.3629	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	AIR UPAS	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.8154	-1.2931	9	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.7893	-0.7561	9	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.8993	-0.7447	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.8143	-1.2957	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.7905	-0.9430	7	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.7738	-0.9092	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.7815	-0.9081	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.7829	-0.9186	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.8614	-0.8923	9	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.9004	-0.7356	7	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.9132	-0.7160	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.7298	-0.6856	7	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.7336	-0.6851	7	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.7703	-0.6688	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	HULU SUNGAI	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.2046	-2.0455	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	MATAN HILIR SELATAN	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.2040	-2.0428	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	MATAN HILIR SELATAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.2045	-2.0464	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	MATAN HILIR SELATAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.2003	-2.0470	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	MATAN HILIR SELATAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.5011	-0.8192	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SUNGAI LAUR	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.5013	-0.6735	7	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SUNGAI LAUR	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.5052	-0.8131	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SUNGAI LAUR	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.5017	-0.8172	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SUNGAI LAUR	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.5023	-0.8207	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SUNGAI LAUR	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.4967	-0.8107	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SUNGAI LAUR	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.6960	-1.8128	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	TUMBANG TITI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.6021	-1.7990	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	TUMBANG TITI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.6013	-1.7967	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	TUMBANG TITI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.5457	-1.7939	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	TUMBANG TITI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.5467	-1.7965	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	TUMBANG TITI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.7308	-1.7528	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	TUMBANG TITI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.7657	-2.1231	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	MARAU	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.7609	-2.1181	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	MARAU	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.4370	-1.3851	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	NANGATAYAP	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.4375	-1.3886	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	NANGATAYAP	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.4335	-1.3892	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	NANGATAYAP	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.8580	-1.9172	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	RIAM	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.8657	-1.9396	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	RIAM	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.8947	-2.1433	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	RIAM	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.7110	-1.8731	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	RIAM	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.7433	-1.9007	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	RIAM	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.0036	-1.9915	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	RIAM	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.5882	-1.1634	9	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SANDAI	AQUA	2023-08-24	13:18:00	3000	Pixel		
110.5789	-1.1648	9	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SANDAI	AQUA	2023-08-24	13:18:00	3000	Pixel		
110.5431	-1.1650	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SANDAI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.5426	-1.1633	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SANDAI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.5299	-1.1847	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SANDAI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.7196	-1.3143	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SANDAI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.4318	-0.6528	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SIMPANGHULU	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.4287	-0.6574	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SIMPANGHULU	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.3724	-0.5918	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SIMPANGHULU	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.4483	-0.6129	8	KALIMANTAN	KALIMANTAN BARAT	KETAPANG	SIMPANGHULU	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.2641	0.7192	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	MEMPAWAH HULU	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.4788	0.3422	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	MANDOR	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.5079	0.2570	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	MANDOR	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.7071	0.5179	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	MENYUKE	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.7076	0.5143	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	MENYUKE	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.7812	0.5711	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	MENYUKE	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.7791	0.6677	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	MERANTI	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.6223	0.4092	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	PAHUMAN	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.6253	0.4096	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	PAHUMAN	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.7529	0.4298	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	PAHUMAN	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.7566	0.4304	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	PAHUMAN	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.7541	0.4291	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	PAHUMAN	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.7586	0.4241	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	PAHUMAN	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.7575	0.4248	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	PAHUMAN	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.6207	0.4121	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	PAHUMAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.6253	0.3496	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	PAHUMAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.6992	0.2405	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	SEBANGKI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.6984	0.2460	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	SEBANGKI	NOAA20	2023-08-24	13:38:34	1125	Pixel		
109.5317	0.2792	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	SEBANGKI	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.5314	0.2755	8	KALIMANTAN	KALIMANTAN BARAT	LANDAK	SEBANGKI	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.4740	-0.3254	7	KALIMANTAN	KALIMANTAN BARAT	MELAWI	BELIMBING HULU	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.3581	-0.4855	7	KALIMANTAN	KALIMANTAN BARAT	MELAWI	BELIMBING HULU	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.0422	-0.3955	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	ELLA HILIR	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.0184	-0.7099	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	ELLA HILIR	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.0993	-0.5552	7	KALIMANTAN	KALIMANTAN BARAT	MELAWI	ELLA HILIR	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.8878	-0.5245	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	PINOH SELATAN	NOAA20	2023-08-24	11:56:09	1125	Pixel		
111.8809	-0.5256	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	PINOH SELATAN	NOAA20	2023-08-24	11:56:09	1125	Pixel		
111.8812	-0.5214	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	PINOH SELATAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.8817	-0.5248	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	PINOH SELATAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.7535	-0.3073	7	KALIMANTAN	KALIMANTAN BARAT	MELAWI	PINOH UTARA	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.7789	-0.3069	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	PINOH UTARA	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.4120	-0.8526	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	TANAH PINOH BARAT	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.4616	-0.8002	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	TANAH PINOH BARAT	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.4629	-0.7662	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	TANAH PINOH BARAT	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.4767	-0.5719	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	BELIMBING	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.4802	-0.5715	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	BELIMBING	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.5056	-0.5056	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	BELIMBING	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.7846	-0.7453	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	SAYAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.4988	-0.9524	8	KALIMANTAN	KALIMANTAN BARAT	MELAWI	SOKAN	SNPP	2023-08-24	12:45:57	1125	Pixel		
109.1428	0.6532	8	KALIMANTAN	KALIMANTAN BARAT	PONTIANAK	SADANIANG	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.0766	0.0061	8	KALIMANTAN	KALIMANTAN BARAT	SANGGAU	TAYAN HILIR	NOAA20	2023-08-24	13:38:34	1125	Pixel		
110.6588	-0.6060	8	KALIMANTAN	KALIMANTAN BARAT	SEKADAU	MAKAP	SNPP	2023-08-24	12:45:57	1125	Pixel		
110.6593	-0.6095	8	KALIMANTAN	KALIMANTAN BARAT	SEKADAU	MAKAP	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.0525	0.0151	8	KALIMANTAN	KALIMANTAN BARAT	SEKADAU	SEKEDAUHILIR	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.0262	-0.0132	8	KALIMANTAN	KALIMANTAN BARAT	SEKADAU	SEKEDAUHILIR	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.0300	-0.0362	8	KALIMANTAN	KALIMANTAN BARAT	SEKADAU	SEKEDAUHILIR	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.0970	-0.0542	8	KALIMANTAN	KALIMANTAN BARAT	SEKADAU	SEKEDAUHILIR	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.1200	-0.1067	7	KALIMANTAN	KALIMANTAN BARAT	SEKADAU	SEKEDAUHILIR	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.0943	-0.2216	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	KAYAN HULU	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.2739	1.0087	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	KETUNGAU HULU	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.2362	-0.3206	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	MENUKUNG	NOAA20	2023-08-24	13:38:34	1125	Pixel		
112.2377	-0.3270	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	MENUKUNG	NOAA20	2023-08-24	13:38:34	1125	Pixel		
112.2288	-0.4414	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	MENUKUNG	SNPP	2023-08-24	12:45:57	1125	Pixel		
112.3428	-0.4651	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	MENUKUNG	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.8853	-0.1020	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	NANGAMAU	SNPP	2023-08-24	12:45:57	1125	Pixel		
111.1664	-0.1112	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	SEPAUK	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.1645	-0.1069	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	SEPAUK	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.1508	-0.1709	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	SEPAUK	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.2085	-0.3693	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	SEPAUK	NOAA20	2023-08-24	13:38:34	1125	Pixel		
111.2126	-0.3686	7	KALIMANTAN	KALIMANTAN BARAT	SINTANG	SEPAUK	NOAA20	2023-08-24	13:38:34	1125	Pixel		
112.4240	-0.4059	8	KALIMANTAN	KALIMANTAN BARAT	SINTANG	SERAWAI	NOAA20	2023-08-24	11:56:09	1125	Pixel		
