5012208;2023-11-22 22:50:00;;;;;100.0;23.0;2;N;0.0;Telaga Biru;Kab. Gorontalo;Gorontalo
5012209;2023-11-22 22:50:00;;;;;95.0;25.0;0;N;10.0;Tilango;Kab. Gorontalo;Gorontalo
5012210;2023-11-22 22:50:00;;;;;100.0;23.0;0;W;10.0;Tolangohula;Kab. Gorontalo;Gorontalo
5012211;2023-11-22 22:50:00;;;;;95.0;24.0;2;SW;0.0;Biau;Kab. Gorontalo Utara;Gorontalo
5012212;2023-11-22 22:50:00;;;;;95.0;23.0;2;S;0.0;Gentuma Raya;Kab. Gorontalo Utara;Gorontalo
5012213;2023-11-22 22:50:00;;;;;100.0;23.0;0;N;0.0;Kwandang;Kab. Gorontalo Utara;Gorontalo
5012214;2023-11-22 22:50:00;;;;;95.0;25.0;2;SW;0.0;Monano;Kab. Gorontalo Utara;Gorontalo
5012215;2023-11-22 22:50:00;;;;;100.0;23.0;1;N;0.0;Ponelo Kepulauan;Kab. Gorontalo Utara;Gorontalo
5012216;2023-11-22 22:50:00;;;;;95.0;24.0;2;SW;0.0;Sumalata Timur;Kab. Gorontalo Utara;Gorontalo
5012217;2023-11-22 22:50:00;;;;;95.0;24.0;1;SW;0.0;Tolinggula;Kab. Gorontalo Utara;Gorontalo
5012218;2023-11-22 22:50:00;;;;;100.0;23.0;0;N;0.0;Tomilito;Kab. Gorontalo Utara;Gorontalo
5012219;2023-11-22 22:50:00;;;;;100.0;21.0;2;W;0.0;Taluditi;Kab. Pohuwato;Gorontalo
5012220;2023-11-22 22:50:00;;;;;100.0;22.0;2;NW;10.0;Buntulia;Kab. Pohuwato;Gorontalo
5012221;2023-11-22 22:50:00;;;;;95.0;25.0;1;NE;10.0;Dengilo;Kab. Pohuwato;Gorontalo
5012222;2023-11-22 22:50:00;;;;;100.0;22.0;1;NW;10.0;Duhiadaa;Kab. Pohuwato;Gorontalo
5012223;2023-11-22 22:50:00;;;;;95.0;25.0;1;E;10.0;Lemito;Kab. Pohuwato;Gorontalo
5012224;2023-11-22 22:50:00;;;;;100.0;22.0;2;NW;10.0;Marisa;Kab. Pohuwato;Gorontalo
5012225;2023-11-22 22:50:00;;;;;95.0;23.0;1;N;10.0;Patilanggio;Kab. Pohuwato;Gorontalo
5012226;2023-11-22 22:50:00;;;;;95.0;25.0;1;E;10.0;Popayato Barat;Kab. Pohuwato;Gorontalo
5012227;2023-11-22 22:50:00;;;;;95.0;25.0;1;E;10.0;Popayato Timur;Kab. Pohuwato;Gorontalo
5012228;2023-11-22 22:50:00;;;;;95.0;23.0;2;N;10.0;Wanggarasi;Kab. Pohuwato;Gorontalo
