5012576;2023-11-25 10:30:00;;;;;90;25;0;N;0;Tulin Onsoi;Kab. Nunukan;Kalimantan Utara;4.2537006;116.938143339999
5012570;2023-11-25 10:30:00;;;;;80;27;1;N;10;Tanjung Palas Utara;Kab. Bulungan;Kalimantan Utara;3.0056948;117.2205771
5012569;2023-11-25 10:30:00;;;;;80;27;1;N;0;Tanjung Palas Timur;Kab. Bulungan;Kalimantan Utara;2.6736525;117.6434844
5012565;2023-11-25 10:30:00;;;;;80;27;2;N;0;Tana Lia;Kab. Tana Tidung;Kalimantan Utara;3.7168063;117.5965403
5012563;2023-11-25 10:30:00;;;;;85;23;0;SE;0;Sungai Boh;Kab. Malinau;Kalimantan Utara;1.4442126;115.3785719
5012561;2023-11-25 10:30:00;;;;;90;26;2;N;0;Sesayap;Kab. Nunukan;Kalimantan Utara;3.5228421;116.8439147
5012560;2023-11-25 10:30:00;;;;;90;26;2;NE;10;Sembakung Atulai;Kab. Nunukan;Kalimantan Utara;3.84575;117.10292
5012558;2023-11-25 10:30:00;;;;;90;26;0;NE;0;Sekatak;Kab. Bulungan;Kalimantan Utara;3.261767;117.079408199999
5012557;2023-11-25 10:30:00;;;;;90;26;1;NE;0;Sei Menggaris;Kab. Nunukan;Kalimantan Utara;4.1868526;117.2440957
5012550;2023-11-25 10:30:00;;;;;85;22;0;N;10;Pujungan;Kab. Malinau;Kalimantan Utara;2.6524285;115.473355399999
5012549;2023-11-25 10:30:00;;;;;90;26;1;N;0;Peso Hilir;Kab. Bulungan;Kalimantan Utara;2.7979259;116.938143399999
5012548;2023-11-25 10:30:00;;;;;90;23;1;N;0;Peso;Kab. Bulungan;Kalimantan Utara;2.5575787;116.5137964
5012542;2023-11-25 10:30:00;;;;;90;23;1;NE;10;Malinau Selatan Hulu;Kab. Malinau;Kalimantan Utara;2.8489643;116.3249438
5012541;2023-11-25 10:30:00;;;;;90;25;2;N;0;Malinau Selatan Hilir;Kab. Malinau;Kalimantan Utara;3.3696278;116.4901981
5012540;2023-11-25 10:30:00;;;;;90;26;0;N;0;Malinau Selatan;Kab. Malinau;Kalimantan Utara;3.1678979;116.560985699999
5012537;2023-11-25 10:30:00;;;;;90;24;2;N;0;Lumbis Ogong;Kab. Nunukan;Kalimantan Utara;4.158316;116.5137964
5012536;2023-11-25 10:30:00;;;;;95;25;1;N;0;Lumbis;Kab. Nunukan;Kalimantan Utara;3.82151509999999;116.6553351
5012535;2023-11-25 10:30:00;;;;;90;21;2;NW;0;Krayan Selatan;Kab. Nunukan;Kalimantan Utara;3.5927103;115.7575196
5012534;2023-11-25 10:30:00;;;;;90;20;1;SW;0;Krayan;Kab. Nunukan;Kalimantan Utara;4.07194879999999;115.8048521
5012531;2023-11-25 10:30:00;;;;;90;23;2;NW;0;Kayan Hilir;Kab. Malinau;Kalimantan Utara;2.0788216;115.473355399999
5012530;2023-11-25 10:30:00;;;;;75;28;0;NE;10;Bunyu;Kab. Bulungan;Kalimantan Utara;3.5104911;117.8076959
5012528;2023-11-25 10:30:00;;;;;85;23;1;SW;0;Bahau Hulu;Kab. Malinau;Kalimantan Utara;3.1532957;115.7575196
501600;2023-11-25 10:30:00;;;;;90;26;0;N;0;Tana Tidung;Kab. Tana Tidung;Kalimantan Utara;3.864255;116.834106
501360;2023-11-25 10:30:00;;;;;75;28;1;NE;10;Tarakan;Kota Tarakan;Kalimantan Utara;3.329128;117.571049
501359;2023-11-25 10:30:00;;;;;80;27;0;NE;10;Tanjung Selor;Kab. Bulungan;Kalimantan Utara;2.72907;117.479553
501352;2023-11-25 10:30:00;;;;;85;26;0;N;0;Nunukan;Kab. Nunukan;Kalimantan Utara;4.127457;117.63834
501351;2023-11-25 10:30:00;;;;;90;26;2;W;0;Malinau;Kab. Malinau;Kalimantan Utara;3.584695;116.669312
5012575;2023-11-25 10:30:00;;;;;75;28;2;NE;10;Tarakan Utara;Kota Tarakan ;Kalimantan Utara;3.4095393;117.573063899999
